provider,cpu_model,cpu_model_norm,cpu_generation,ram_gb,disk_count,disk_size_gb,disk_type,price_rub,quantity_available,scraped_at
timeweb,AMD EPYC 7401,amd epyc 7401,,128,2,1000,SSD,53280.0,,2026-06-15
timeweb,Intel Xeon Silver,intel xeon silver,,128,2,1000,NVMe,54054.0,,2026-06-15
timeweb,Intel Xeon Silver,intel xeon silver,,128,2,2000,NVMe,54054.0,,2026-06-15
timeweb,EPYC 9124,epyc 9124,Genoa,256,2,1000,NVMe,56700.0,,2026-06-15
timeweb,EPYC 7742,epyc 7742,,256,2,4000,NVMe,56700.0,,2026-06-15
timeweb,EPYC 7542,epyc 7542,,512,2,2000,NVMe,61740.0,,2026-06-15
timeweb,AMD EPYC 7702,amd epyc 7702,,512,2,2000,NVMe,62874.0,,2026-06-15
timeweb,AMD EPYC 9354,amd epyc 9354,Genoa,256,2,4000,NVMe,65520.0,,2026-06-15
timeweb,Intel Xeon Gold,intel xeon gold,,128,2,2000,NVMe,68409.0,,2026-06-15
timeweb,AMD EPYC 7513,amd epyc 7513,,256,2,2000,NVMe,68850.0,,2026-06-15
timeweb,Intel Xeon W7-3455,intel xeon w7-3455,,256,2,2000,NVMe,69795.0,,2026-06-15
timeweb,AMD EPYC 7343,amd epyc 7343,Milan,256,2,1000,NVMe,71010.0,,2026-06-15
timeweb,EPYC 7402,epyc 7402,,256,2,1000,NVMe,71379.0,,2026-06-15
timeweb,AMD EPYC 9354,amd epyc 9354,Genoa,256,2,2000,NVMe,71820.0,,2026-06-15
timeweb,EPYC 7742,epyc 7742,,512,2,2000,NVMe,71820.0,,2026-06-15
timeweb,AMD EPYC 9274F,amd epyc 9274f,Genoa,256,2,4000,NVMe,73710.0,,2026-06-15
timeweb,AMD EPYC 9274F,amd epyc 9274f,Genoa,128,2,1000,NVMe,73710.0,,2026-06-15
timeweb,Intel Xeon Gold,intel xeon gold,,256,2,8000,NVMe,73710.0,,2026-06-15
timeweb,EPYC 7502,epyc 7502,,512,2,4000,NVMe,79101.0,,2026-06-15
timeweb,Intel Xeon Silver,intel xeon silver,,256,10,8000,HDD,80388.0,,2026-06-15
timeweb,Intel Xeon 6520P,intel xeon 6520p,,256,2,4000,NVMe,81360.0,,2026-06-15
timeweb,Intel Xeon Gold,intel xeon gold,,256,2,2000,NVMe,83430.0,,2026-06-15
timeweb,AMD EPYC 9654,amd epyc 9654,Genoa,256,2,4000,NVMe,90684.0,,2026-06-15
timeweb,AMD EPYC 9474F,amd epyc 9474f,Genoa,256,2,2000,NVMe,95130.0,,2026-06-15
timeweb,Intel Xeon 6710E,intel xeon 6710e,,256,2,2000,NVMe,95490.0,,2026-06-15
timeweb,AMD EPYC 7513,amd epyc 7513,,512,2,2000,NVMe,95670.0,,2026-06-15
timeweb,Intel Xeon 6746E,intel xeon 6746e,,256,2,8000,NVMe,105750.0,,2026-06-15
timeweb,Intel Xeon Gold,intel xeon gold,,512,2,8000,NVMe,108108.0,,2026-06-15
timeweb,AMD EPYC 9354,amd epyc 9354,Genoa,512,2,2000,NVMe,119700.0,,2026-06-15
timeweb,AMD EPYC 9354,amd epyc 9354,Genoa,512,2,4000,NVMe,119700.0,,2026-06-15
timeweb,Xeon Gold,xeon gold,,512,2,8000,NVMe,125136.0,,2026-06-15
timeweb,EPYC 9354,epyc 9354,Genoa,1024,2,4000,NVMe,157500.0,,2026-06-15
timeweb,AMD EPYC 9274F,amd epyc 9274f,Genoa,512,2,4000,NVMe,169920.0,,2026-06-15
